,Optimal_Affected_Component_Uid,Optimal_Failure,cube
283,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.8194
284,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.1382
285,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.9634
286,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1116
287,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9422
288,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.505
289,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2857
290,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1673
291,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5306
292,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2052
293,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1649
294,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.163
295,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2331
296,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5554
297,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3667
298,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.412
299,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8433
300,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9005
301,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9792
302,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.2618
303,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.8564
304,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.1191
305,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.5343
306,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.5965
307,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.0297
308,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.0835
309,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.7003
310,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.9364
311,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.0106
312,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.1217
313,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.1575
314,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.4182
315,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.3652
316,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.4455
317,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.1495
318,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.4527
319,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.4596
320,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.1195
321,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.5052
322,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2084
323,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.2971
324,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.261
325,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.2893
326,_SE-L_ecdEeet0YmmfbMwkw,CF1,-1.5556
327,_SE-L_ecdEeet0YmmfbMwkw,CF1,-1.0901
328,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.4685
329,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.4334
330,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.8659
331,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.1666
332,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.5432
333,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2849
334,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.5188
335,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.0976
336,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.3649
337,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.6004
338,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.6805
339,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.1593
340,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.6627
341,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2919
342,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.5099
343,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.4594
344,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.1601
345,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.7189
346,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.6509
347,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.975
348,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.0189
349,_SE-L_ecdEeet0YmmfbMwkw,CF1,9.6335
350,_SE-L_ecdEeet0YmmfbMwkw,CF1,7.9166
351,_SE-L_ecdEeet0YmmfbMwkw,CF1,9.8689
352,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.0837
353,_SE-L_ecdEeet0YmmfbMwkw,CF1,9.0588
354,_SE-L_ecdEeet0YmmfbMwkw,CF1,7.4751
355,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.1339
356,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.1357
357,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.3749
358,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.0446
359,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.5493
360,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2406
361,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.2668
362,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.3819
363,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.4155
364,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.3177
365,_SE-L_ecdEeet0YmmfbMwkw,CF1,8.0852
366,_SE-L_ecdEeet0YmmfbMwkw,CF1,8.5511
367,_SE-L_ecdEeet0YmmfbMwkw,CF1,9.1071
368,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.7723
369,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.7098
370,_SE-L_ecdEeet0YmmfbMwkw,CF1,7.185
371,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.9035
372,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.1755
373,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.7704
374,_SE-L_ecdEeet0YmmfbMwkw,CF1,7.5919
375,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.6641
376,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.272
377,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.8264
378,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.6294
379,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.9449
380,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.954
381,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.8596
382,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.6544
383,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.0513
384,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.5211
385,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.4263
386,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.6958
387,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.407
388,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.7982
389,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.096
390,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2226
391,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.5161
392,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.952
393,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.5758
394,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.9441
395,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.1363
396,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.474
397,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.296
398,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.4697
399,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.6896
400,_SE-L_ecdEeet0YmmfbMwkw,CF1,-1.1059
401,_SE-L_ecdEeet0YmmfbMwkw,CF1,-1.1071
402,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.727
403,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.7381
404,_SE-MF-cdEeet0YmmfbMwkw,CF2,2.583
405,_SE-MF-cdEeet0YmmfbMwkw,CF2,3.4041
406,_SE-MF-cdEeet0YmmfbMwkw,CF2,3.3372
407,_SE-MF-cdEeet0YmmfbMwkw,CF2,4.429
408,_SE-MF-cdEeet0YmmfbMwkw,CF2,5.4116
409,_SE-MF-cdEeet0YmmfbMwkw,CF2,4.9431
