,Optimal_Affected_Component_Uid,Optimal_Failure,cube
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6268
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.483
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5359
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6048
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7736
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0438
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2418
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3908
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.569
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6457
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4125
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0263
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0971
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4218
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.299
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4482
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0932
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3946
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6022
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4299
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.209
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1219
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5303
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6186
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1347
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.7793
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3376
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5866
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1877
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5222
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0338
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3672
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7477
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7889
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7657
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.9439
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2185
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.353
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.9339
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1087
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.7302
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5084
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.1755
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4049
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8961
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7303
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1248
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.8875
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2677
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9751
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.567
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8534
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5612
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4774
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0312
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2643
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2768
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4836
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1662
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5004
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.266
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1605
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9252
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7369
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6226
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4202
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6308
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0801
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6058
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8911
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.262
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8983
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.81
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6081
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4938
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.0051
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1981
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1821
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0471
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0139
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4431
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9074
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.254
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2749
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1466
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5226
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2188
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9984
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4766
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.173
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3765
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7906
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.212
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.3724
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6996
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.9162
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6075
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8001
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.9845
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4704
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.395
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4144
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3099
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3633
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8789
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5666
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1471
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4934
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6766
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8864
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.0073
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8064
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8532
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3576
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4734
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.482
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1773
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5102
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.092
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1157
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3622
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5224
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4618
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8097
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5209
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4159
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1732
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7636
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5802
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9327
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7582
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4364
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0455
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9585
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1276
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2794
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5489
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9831
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.948
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7969
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.9344
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2321
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4711
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6697
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1284
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1952
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3957
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1736
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2177
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.573
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1695
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8323
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0353
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3269
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9506
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.3225
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0069
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9536
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9948
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.292
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.3272
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.269
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1853
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5391
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5356
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0252
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1953
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1402
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2088
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3958
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.9823
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1865
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2644
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0326
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.099
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0578
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3378
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7132
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3443
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1633
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2172
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.0794
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7089
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0696
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3856
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7634
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9813
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.144
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4183
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.829
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8483
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1579
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0373
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.796
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.9791
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1521
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8088
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.4403
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9384
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8746
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.1475
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.7266
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.1753
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.9758
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.1295
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.5977
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.4368
